Site,URLS,URL,Country,OpenAI,Google AI,Common Crawl,OAI-SearchBot,ChatGPT-User,GPTBot,PerplexityBot
Feet in 2 Worlds,https://www.fi2w.org,https://www.fi2w.org,🇺🇸,,,,,,,
Financial Post,https://financialpost.com,https://financialpost.com,🇨🇦,,,,,,,
Financial Times,https://www.ft.com,https://www.ft.com,🇬🇧,,🙅,🙅,,,,🙅
Financiero,https://www.elfinanciero.com.mx,https://www.elfinanciero.com.mx,🇲🇽,,,,,,,
First Things,firstthings.com,firstthings.com,🇺🇸,,,,,,,
Flatwater Free Press,https://flatwaterfreepress.org,https://flatwaterfreepress.org,🇺🇸,,,,,,,
Flight Global,https://www.flightglobal.com,https://www.flightglobal.com,🇬🇧,,,,,,,
Flint Beat,https://flintbeat.com,https://flintbeat.com,🇺🇸,,,,,,,
Florida Bulldog,floridabulldog.org,floridabulldog.org,🇺🇸,,,,,,,
Florida Politics,https://floridapolitics.com,https://floridapolitics.com,🇺🇸,,,,,,,
Foreign Policy,https://foreignpolicy.com,https://foreignpolicy.com,🇺🇸,,🙅,,,,,
Fortaleza,diariodonordeste.verdesmares.com.br,diariodonordeste.verdesmares.com.br,🇧🇷,,,,,,,
FOX 11 Los Angeles,https://www.foxla.com,https://www.foxla.com,🇺🇸,🙅,,,,,🙅,
Fox 5 Atlanta,https://www.fox5atlanta.com,https://www.fox5atlanta.com,🇺🇸,🙅,,,,,🙅,
Fox 5 New York,https://www.fox5ny.com,https://www.fox5ny.com,🇺🇸,🙅,,,,,🙅,
Fox News,https://www.foxnews.com,https://www.foxnews.com,🇺🇸,,,,,,,
Fox South Texas,https://foxrgv.tv,https://foxrgv.tv,🇺🇸,,,,,,,
Fox Sports,https://www.foxsports.com,https://www.foxsports.com,🇺🇸,,,,,,,
FOX29 Philly,https://www.fox29.com,https://www.fox29.com,🇺🇸,🙅,,,,,🙅,
Freethink,https://www.freethink.com,https://www.freethink.com,🇺🇸,,,,,,,
Futurism,https://futurism.com,https://futurism.com,🇺🇸,,,,,,,
g1,https://g1.globo.com,https://g1.globo.com,🇧🇷,🙅,🙅,🙅,,,🙅,
Gainesville Times,gainesvilletimes.com,gainesvilletimes.com,🇺🇸,,,,,,,
Gateway Pundit,https://www.thegatewaypundit.com,https://www.thegatewaypundit.com,🇺🇸,,,,,,,
Gazeta do Povo,https://www.gazetadopovo.com.br,https://www.gazetadopovo.com.br,🇧🇷,,,,,,,
Gazeta.Ru,https://www.gazeta.ru,https://www.gazeta.ru,🇷🇺,,,,,,,
Georgia Public Broadcasting,gpb.org,gpb.org,🇺🇸,,,,,,,
"Georgia Straight, The",https://www.straight.com,https://www.straight.com,🇨🇦,,,,,,,
Gig Harbor Now,gigharbornow.org,gigharbornow.org,🇺🇸,,,,,,,
Global News,http://globalnews.ca,http://globalnews.ca,🇨🇦,,,,,,,
Gorakhapatra,gorkhapatraonline.com,gorkhapatraonline.com,🇳🇵,,,,,,,
Gothamist,https://gothamist.com,https://gothamist.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Grady Newsource,https://gradynewsource.uga.edu,https://gradynewsource.uga.edu,🇺🇸,,,,,,,
Grio,https://thegrio.com,https://thegrio.com,🇺🇸,,,,,,,
Grist,https://grist.org,https://grist.org,🇺🇸,,,,,,,
"Guardian, The",http://www.theguardian.com,http://www.theguardian.com,🇬🇧,🙅,🙅,🙅,,,🙅,🙅
Haaretz,https://www.haaretz.co.il,https://www.haaretz.co.il,🇮🇱,🙅,🙅,,,,🙅,
Harper’s,harpers.org,harpers.org,🇺🇸,,,,,,,
Hawaii Public Radio,https://www.hawaiipublicradio.org,https://www.hawaiipublicradio.org,🇺🇸,,,,,,,
Hawaii Tribune Herald,https://www.hawaiitribune-herald.com,https://www.hawaiitribune-herald.com,🇺🇸,,,,,,,
Hell Gate,https://hellgatenyc.com,https://hellgatenyc.com,🇺🇸,,,,,,,
Hidden City Daily,https://hiddencityphila.org,https://hiddencityphila.org,🇺🇸,,,,,,,
High Country News,https://www.hcn.org,https://www.hcn.org,🇺🇸,,,,,,,
"Hill Times, The",hilltimes.com,hilltimes.com,🇨🇦,,,,,,,
"Hill, The",https://thehill.com,https://thehill.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
Hindustan,https://www.livehindustan.com,https://www.livehindustan.com,🇮🇳,,,,,,,
Honolulu Star-Advertiser,https://www.staradvertiser.com,https://www.staradvertiser.com,🇺🇸,,,,,,,
HotAir,https://hotair.com,https://hotair.com,🇺🇸,,,,,,,
Houston Chronicle,https://www.houstonchronicle.com,https://www.houstonchronicle.com,🇺🇸,,,🙅,,,,
Houston Landing,https://houstonlanding.org,https://houstonlanding.org,🇺🇸,,,,,,,
hromadske,https://hromadske.ua,https://hromadske.ua,🇺🇦,,,🙅,,,,
Human Events,http://humanevents.com,http://humanevents.com,🇺🇸,,,,,,,
Humans of New York,https://www.humansofnewyork.com,https://www.humansofnewyork.com,🇺🇸,,🙅,🙅,,,,
I'solezwe lesiXhosa,https://www.isolezwelesixhosa.co.za,https://www.isolezwelesixhosa.co.za,🇿🇦,,,,,,,
ICIJ,https://www.icij.org,https://www.icij.org,🇺🇸,,,,,,,
il manifesto,https://ilmanifesto.it,https://ilmanifesto.it,🇮🇹,🙅,🙅,,,,🙅,
Ilanga,https://ilanganews.co.za,https://ilanganews.co.za,🇿🇦,,,,,,,
Imagekhabar,https://www.imagekhabar.com,https://www.imagekhabar.com,🇳🇵,,,,,,,
In These Times,inthesetimes.com,inthesetimes.com,🇺🇸,,,,,,,
Independent Online,https://www.iol.co.za,https://www.iol.co.za,🇿🇦,,,,,,,
"Independent, The",https://www.independent.co.uk,https://www.independent.co.uk,🇬🇧,,,,,,,
India Today,https://www.indiatoday.in,https://www.indiatoday.in,🇮🇳,,,🙅,,,,
inewsource,https://inewsource.org,https://inewsource.org,🇺🇸,,,,,,,
InfoAmazonia,https://infoamazonia.org,https://infoamazonia.org,🇧🇷,,,,,,,
"Information, The",theinformation.com,theinformation.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Injustice Watch,https://www.injusticewatch.org,https://www.injusticewatch.org,🇺🇸,,,,,,,
Inside Climate News,https://insideclimatenews.org,https://insideclimatenews.org,🇺🇸,🙅,,🙅,,,🙅,
Intercept Brazil,theintercept.com/brasil,theintercept.com/brasil,🇧🇷,🙅,🙅,🙅,,,,
InvestigateMidwest,https://investigatemidwest.org,https://investigatemidwest.org,🇺🇸,,,,,,,
Iowa Public Radio,https://www.iowapublicradio.org,https://www.iowapublicradio.org,🇺🇸,,,,,,,
Irish Catholic,https://www.irishcatholic.com,https://www.irishcatholic.com,🇮🇪,,,,,,,
Israel Hayom,israelhayom.com,israelhayom.com,🇮🇱,,,,,,,
ISTOÉ,istoe.com.br,istoe.com.br,🇧🇷,,,,,,,
Izvestia,https://iz.ru,https://iz.ru,🇷🇺,,,,,,,
Jefferson City News Tribune,newstribune.com,newstribune.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Jewish Currents,jewishcurrents.org,jewishcurrents.org,🇺🇸,,,,,,,
John Combest,https://johncombest.com,https://johncombest.com,🇺🇸,,,,,,,
Jornada,https://www.jornada.com.mx,https://www.jornada.com.mx,🇲🇽,,,,,,,
Jornal A Tarde,https://atarde.com.br,https://atarde.com.br,🇧🇷,,,,,,,
Jornal do Brasil,https://www.jb.com.br,https://www.jb.com.br,🇧🇷,,,,,,,
JSTOR Daily,https://daily.jstor.org,https://daily.jstor.org,🇺🇸,,,,,,,
Juneau Empire,juneauempire.com,juneauempire.com,🇺🇸,,,,,,,
Just the News,justthenews.com,justthenews.com,🇺🇸,,,,,,,
KARK 4 News,https://www.kark.com,https://www.kark.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
Karobar Daily,https://www.karobardaily.com,https://www.karobardaily.com,🇳🇵,,,,,,,
KCAU,https://www.siouxlandproud.com,https://www.siouxlandproud.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
KCRW,https://www.kcrw.com,https://www.kcrw.com,🇺🇸,,,,,,,
KCUR,https://www.kcur.org,https://www.kcur.org,🇺🇸,,,,,,,
KFF Health News,http://kffhealthnews.org,http://kffhealthnews.org,🇺🇸,,,,,,,
KGOU,https://www.kgou.org,https://www.kgou.org,🇺🇸,,,,,,,
KHON2 News,https://www.khon2.com,https://www.khon2.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
KHOU,khou.com,khou.com,🇺🇸,,,,,,,
KING5,king5.com,king5.com,🇺🇸,,,,,,,
KMTV 3 News Now,https://www.3newsnow.com,https://www.3newsnow.com,🇺🇸,🙅,🙅,,,,🙅,
Knock.LA,https://knock-la.com,https://knock-la.com,🇺🇸,,,,,,,
KPBS,https://www.kpbs.org,https://www.kpbs.org,🇺🇸,,,,,,,
KPCW,https://www.kpcw.org,https://www.kpcw.org,🇺🇸,,,,,,,
KQED,kqed.org,kqed.org,🇺🇸,,,,,,,
Krone Zeitung,https://www.krone.at,https://www.krone.at,🇦🇹,,,,,,,
KSN News,https://www.ksn.com,https://www.ksn.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
KTLA,https://ktla.com,https://ktla.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
KTOO,http://www.ktoo.org,http://www.ktoo.org,🇺🇸,,,,,,,
KUAR,https://www.ualrpublicradio.org,https://www.ualrpublicradio.org,🇺🇸,,,,,,,
KUT,https://www.kut.org,https://www.kut.org,🇺🇸,🙅,,,,,🙅,
KVIA,https://kvia.com,https://kvia.com,🇺🇸,,,,,,,
KVUE,kvue.com,kvue.com,🇺🇸,,,,,,,
KXAN,https://www.kxan.com,https://www.kxan.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
Kyiv Independent,https://kyivindependent.com,https://kyivindependent.com,🇺🇦,,,,,,,
KyivPost,https://www.kyivpost.com,https://www.kyivpost.com,🇺🇦,,,,,,,
L.A. Taco,https://lataco.com,https://lataco.com,🇺🇸,,,,,,,
La Nacion,https://www.lanacion.com.ar,https://www.lanacion.com.ar,🇦🇷,,,,,,,
La Prensa,https://www.laprensa.com.ar,https://www.laprensa.com.ar,🇦🇷,,,,,,,
La Razón,https://www.larazon.es,https://www.larazon.es,🇪🇸,,,,,,,
La Vanguardia,lavanguardia.com,lavanguardia.com,🇪🇸,🙅,,,,,['/libros/'],
La Voz de Galicia,lavozdegalicia.es,lavozdegalicia.es,🇪🇸,,,,,,,
Labor Notes,labornotes.org,labornotes.org,🇺🇸,,,,,,,
"LaGrange Daily News, The",https://www.lagrangenews.com,https://www.lagrangenews.com,🇺🇸,,,,,,,
Lance,https://www.lance.com.br,https://www.lance.com.br,🇧🇷,,,,,,,
Las Vegas Sun,https://lasvegassun.com,https://lasvegassun.com,🇺🇸,,,,,,,
Lawrence Journal-World,ljworld.com,ljworld.com,🇺🇸,,,,,,,
Le Figaro,https://sitemaps.lefigaro.fr,https://sitemaps.lefigaro.fr,🇫🇷,🙅,,,,,,
Le Monde,https://www.lemonde.fr,https://www.lemonde.fr,🇫🇷,,🙅,🙅,,,,
LebTown,lebtown.com,lebtown.com,🇺🇸,,,,,,🙅,
Lens,https://thelensnola.org,https://thelensnola.org,🇺🇸,,,,,,,
Lenta.ru,https://lenta.ru,https://lenta.ru,🇷🇺,,,,,,,
Lever,https://www.levernews.com,https://www.levernews.com,🇺🇸,,,,,,,
LEX 18 News,https://www.lex18.com,https://www.lex18.com,🇺🇸,🙅,🙅,,,,🙅,
Liberty Times,https://www.ltn.com.tw,https://www.ltn.com.tw,🇹🇼,,,,,,,
Little Village,https://littlevillagemag.com,https://littlevillagemag.com,🇺🇸,,,,,,,
Local News Matters,https://localnewsmatters.org,https://localnewsmatters.org,🇺🇸,,,,,,,
Lokantar,lokantar.com,lokantar.com,🇳🇵,,,,,,,
Lokpath,lokpath.com,lokpath.com,🇳🇵,,,,,,,
Lookout Santa Cruz,https://lookout.co,https://lookout.co,🇺🇸,,,,,,,
Los Angeles Sentinel,lasentinel.net,lasentinel.net,🇺🇸,,,,,,,
Los Angeles Times,https://www.latimes.com,https://www.latimes.com,🇺🇸,🙅,,,,,🙅,
Loyola Phoenix,loyolaphoenix.com,loyolaphoenix.com,🇺🇸,,,,,,,
Maariv,maariv.co.il,maariv.co.il,🇮🇱,,,,,,,
MacRumors,https://www.macrumors.com,https://www.macrumors.com,🇺🇸,,,,,,,
Mail & Guardian,mg.co.za,mg.co.za,🇿🇦,,,,,,,
Maine Monitor,https://themainemonitor.org,https://themainemonitor.org,🇺🇸,,,,,,,
Makor Rishon,https://www.zman.co.il,https://www.zman.co.il,🇮🇱,,,,,,,
Marfa Public Radio,https://www.marfapublicradio.org,https://www.marfapublicradio.org,🇺🇸,,,,,,,
"Markup, The",https://themarkup.org/,https://themarkup.org,🇺🇸,,,,,,,
Marshall Project,themarshallproject.org,themarshallproject.org,🇺🇸,,,,,,,
Maryland Daily Record,thedailyrecord.com,thedailyrecord.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Mashable,https://mashable.com,https://mashable.com,🇺🇸,🙅,🙅,,,,🙅,🙅
McGill Daily,https://www.mcgilldaily.com,https://www.mcgilldaily.com,🇨🇦,,,,,,,
MDR Sachsen-Anhalt,https://www.mdr.de,https://www.mdr.de,🇩🇪,,,,,,,
Media Matters,mediamatters.org,mediamatters.org,🇺🇸,,,,,,,
Meduza,meduza.io,meduza.io,🇱🇻,,,,,,,
Mendoncino Voice,https://mendovoice.com,https://mendovoice.com,🇺🇸,,,,,,,
Metrópoles,metropoles.com,metropoles.com,🇧🇷,,,,,,,
Midland Reporter-Telegram,https://www.mrt.com,https://www.mrt.com,🇺🇸,,,🙅,,,,
Milenio,https://www.milenio.com,https://www.milenio.com,🇲🇽,,,🙅,,,,
Minneapolis Star Tribune,https://www.startribune.com,https://www.startribune.com,🇺🇸,,,,,,,
Mississippi Free Press,https://www.mississippifreepress.org,https://www.mississippifreepress.org,🇺🇸,,,,,,,
Mississippi Today,https://mississippitoday.org,https://mississippitoday.org,🇺🇸,,,,,,,
Mongabay,https://mongabay.com,https://mongabay.com,🇺🇸,,,,,,,
Montana Free Press,https://montanafreepress.org,https://montanafreepress.org,🇺🇸,,,,,,,
Montreal Gazette,https://montrealgazette.com,https://montrealgazette.com,🇨🇦,,,,,,,
More Perfect Union,https://perfectunion.us,https://perfectunion.us,🇺🇸,,,,,,,
Morning Brew,https://www.morningbrew.com,https://www.morningbrew.com,🇺🇸,🙅,,,,,🙅,
Mother Jones,https://www.motherjones.com,https://www.motherjones.com,🇺🇸,,,,,,,
Mountain State Spotlight,https://mountainstatespotlight.org,https://mountainstatespotlight.org,🇺🇸,,,,,,,
MTV News,https://www.mtv.com,https://www.mtv.com,🇺🇸,,,,,,,
MVS Noticias,mvsnoticias.com,mvsnoticias.com,🇲🇽,,,,,,,
Nagarik News,nagariknetwork.com,nagariknetwork.com,🇳🇵,,,,,,,
"Nation, The",https://www.thenation.com,https://www.thenation.com,🇺🇸,,,,,,,
National,https://www.thenational.scot,https://www.thenational.scot,🇬🇧,🙅,,,,,🙅,🙅
National Catholic Reporter,ncronline.org,ncronline.org,🇺🇸,,,,,,,
National Journal,nationaljournal.com,nationaljournal.com,🇺🇸,,,,,,,
National Post,https://nationalpost.com,https://nationalpost.com,🇨🇦,,,,,,,
National Review,https://www.nationalreview.com,https://www.nationalreview.com,🇺🇸,,,,,,,
Naya Patrika,nayapatrikadaily.com,nayapatrikadaily.com,🇳🇵,,,,,,,
NBC Bay Area,https://www.nbcbayarea.com,https://www.nbcbayarea.com,🇺🇸,🙅,,,,,🙅,
NBC Chicago,https://www.nbcchicago.com,https://www.nbcchicago.com,🇺🇸,🙅,,,,,🙅,
NBC Connecticut,https://www.nbcconnecticut.com,https://www.nbcconnecticut.com,🇺🇸,🙅,,,,,🙅,
NBC DFW,https://www.nbcdfw.com,https://www.nbcdfw.com,🇺🇸,🙅,,,,,🙅,
NBC10 Philadelphia,https://www.nbcphiladelphia.com,https://www.nbcphiladelphia.com,🇺🇸,🙅,,,,,🙅,
Nebraska Public Media,nebraskapublicmedia.org,nebraskapublicmedia.org,🇺🇸,,,,,,,
Nepal Khabar,nepalkhabar.com,nepalkhabar.com,🇳🇵,,,,,,,
Nettavisen,nettavisen.no,nettavisen.no,🇳🇴,🙅,🙅,🙅,,,🙅,
Nevada Public Radio,https://www.knpr.org,https://www.knpr.org,🇺🇸,,,,,,,
New Haven Register,https://www.nhregister.com,https://www.nhregister.com,🇺🇸,,,🙅,,,,
New Statesman,https://www.newstatesman.com,https://www.newstatesman.com,🇬🇧,,,,,,,
New York Focus,nyfocus.com,nyfocus.com,🇺🇸,,,,,,,
New York Post,https://nypost.com,https://nypost.com,🇺🇸,,🙅,🙅,,,,🙅
New York Review of Books,nybooks.com,nybooks.com,🇺🇸,🙅,,,,,🙅,
New Yorker,https://www.newyorker.com,https://www.newyorker.com,🇺🇸,,🙅,🙅,,,,🙅
News Channel Nebraska,https://metro.newschannelnebraska.com,https://metro.newschannelnebraska.com,🇺🇸,,,,,,,
News12NJ,https://newjersey.news12.com,https://newjersey.news12.com,🇺🇸,,,,,,,
Newsday,https://www.newsday.com,https://www.newsday.com,🇺🇸,🙅,,,,,🙅,
Newslaundry,newslaundry.com,newslaundry.com,🇮🇳,,,,,,,
Newsmax,newsmax.com,newsmax.com,🇺🇸,🙅,,,,,🙅,
Next City,https://nextcity.org,https://nextcity.org,🇺🇸,,,,,,,
Nieman Lab,https://www.niemanlab.org,https://www.niemanlab.org,🇺🇸,,,,,,,
Northwest Arkansas Democrat-Gazette,nwaonline.com,nwaonline.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Not the Bee,notthebee.com,notthebee.com,🇺🇸,,,,,,,
Novaya Gazeta,https://novayagazeta.eu,https://novayagazeta.eu,🇷🇺,,,,,,,
NY1,https://ny1.com,https://ny1.com,🇺🇸,,,,,,,
NZ Herald,https://www.nzherald.co.nz,https://www.nzherald.co.nz,🇳🇿,,,,,,,
O Globo,https://oglobo.globo.com,https://oglobo.globo.com,🇧🇷,🙅,🙅,🙅,,,🙅,
O Povo,https://www.opovo.com.br,https://www.opovo.com.br,🇧🇷,,,,,,,
O Progresso,https://www.progresso.com.br,https://www.progresso.com.br,🇧🇷,,,,,,,
Observatório da Imprensa,http://www.observatoriodaimprensa.com.br,http://www.observatoriodaimprensa.com.br,🇧🇷,,,,,,,
Observer-Reporter,https://www.observer-reporter.com,https://www.observer-reporter.com,🇺🇸,,,,,,,
Ogden Standard-Examiner,https://www.standard.net,https://www.standard.net,🇺🇸,,,,,,,
okayplayer,https://www.okayplayer.com,https://www.okayplayer.com,🇺🇸,,,,,,,
Oklahoma Watch,https://oklahomawatch.org,https://oklahomawatch.org,🇺🇸,,,,,,,
Oldie,theoldie.co.uk,theoldie.co.uk,🇬🇧,,,,,,,
Omelete,https://www.omelete.com.br,https://www.omelete.com.br,🇧🇷,,,,,,,
Online Khabar,onlinekhabar.com,onlinekhabar.com,🇳🇵,,,,,,,
Open Caucasus Media,https://oc-media.org,https://oc-media.org,🇬🇪,,,,,,,
Open Vallejo,https://openvallejo.org,https://openvallejo.org,🇺🇸,,,,,,,
OpenSecrets,https://www.opensecrets.org/,https://www.opensecrets.org/,🇺🇸,🙅,,,,,🙅,
ORF News,orf.at,orf.at,🇦🇹,,,,,,,
Organized Crime and Corruption Reporting Project,occrp.org,occrp.org,🇧🇦,🙅,,,,,🙅,
OSNepal,http://osnepal.com,http://osnepal.com,🇳🇵,,,,,,,
Ottawa Citizen,https://ottawacitizen.com,https://ottawacitizen.com,🇨🇦,,,,,,,
Oxpeckers,https://oxpeckers.org,https://oxpeckers.org,🇿🇦,,,,,,,
Page Six,https://pagesix.com,https://pagesix.com,🇺🇸,,🙅,🙅,,,,🙅
Paris Review,theparisreview.org,theparisreview.org,🇫🇷,🙅,🙅,,,,🙅,
PBS News Hour,https://www.pbs.org,https://www.pbs.org,🇺🇸,🙅,,🙅,,,🙅,
Pearl Post,thepearlpost.com,thepearlpost.com,🇺🇸,,,,,,,
Peninsula Press,peninsulapress.com,peninsulapress.com,🇺🇸,,,,,,,
People,https://people.com,https://people.com,🇺🇸,🙅,,🙅,,,['/thmb/'],
Perfil,https://www.perfil.com,https://www.perfil.com,🇦🇷,,,,,,,
Philadelphia Citizen,https://thephiladelphiacitizen.org,https://thephiladelphiacitizen.org,🇺🇸,,,,,,,
Philadelphia Inquirer,https://www.inquirer.com,https://www.inquirer.com,🇺🇸,,,,,,,
Pitchfork,https://pitchfork.com,https://pitchfork.com,🇺🇸,,🙅,🙅,,,,🙅
Pittsburgh Institute for Nonprofit Journalism,https://pinjnews.org,https://pinjnews.org,🇺🇸,,,,,,,
Pittsburgh Post-Gazette,https://www.post-gazette.com,https://www.post-gazette.com,🇺🇸,,,,,,,
Pittsburgh Union Progress,unionprogress.com,unionprogress.com,🇺🇸,,,,,,,
Platformer,https://www.platformer.news,https://www.platformer.news,🇺🇸,,,,,,,
Poder 360,poder360.com.br,poder360.com.br,🇧🇷,,,,,,,
Point Reyes Light,https://www.ptreyeslight.com,https://www.ptreyeslight.com,🇺🇸,,,,,,,
POLITICO,politico.com,politico.com,🇺🇸,,,🙅,,,,
Portland Press Herald,pressherald.com,pressherald.com,🇺🇸,,,,,,,
Prabhat Khabar,https://www.prabhatkhabar.com,https://www.prabhatkhabar.com,🇮🇳,,,,,,,
Prensa Grafica,laprensagrafica.com,laprensagrafica.com,🇸🇻,,,,,,,
Prison Journalism Project,https://prisonjournalismproject.org,https://prisonjournalismproject.org,🇺🇸,,,,,,,
Proceso,https://www.proceso.com.mx,https://www.proceso.com.mx,🇲🇽,,,,,,,
Proof News,https://www.proofnews.org,https://www.proofnews.org,🇺🇸,,,,,,,
ProPublica,https://www.propublica.org,https://www.propublica.org,🇺🇸,,,,,,,
Public Source,publicsource.org,publicsource.org,🇱🇧,,,,,,,
Puck,https://puck.news,https://puck.news,🇺🇸,,,,,,,
Pulitzer Center,https://pulitzercenter.org,https://pulitzercenter.org,🇺🇸,,,,,,,
Punchbowl News,https://punchbowl.news,https://punchbowl.news,🇺🇸,,,,,,,
Punjab Kesari,https://www.punjabkesari.in,https://www.punjabkesari.in,🇮🇳,,,,,,,
Página/12,https://www.pagina12.com.ar,https://www.pagina12.com.ar,🇦🇷,,,,,,,
Quillette,https://quillette.com,https://quillette.com,🇬🇧,,,,,,,
Quinto Elemento Lab,https://quintoelab.org,https://quintoelab.org,🇲🇽,,,,,,,
Rajasthan Patrika,https://www.patrika.com,https://www.patrika.com,🇮🇳,,,,,,,
Rajdhani Daily,https://rajdhanidaily.com,https://rajdhanidaily.com,🇳🇵,,,,,,,
Rato Pati,ratopati.com,ratopati.com,🇳🇵,,,,,,,
Raw Story,https://www.rawstory.com,https://www.rawstory.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
Real Clear Politics,realclearpolitics.com,realclearpolitics.com,🇺🇸,,,,,,,
Real News,https://therealnews.com,https://therealnews.com,🇺🇸,,,,,,,
Reason,https://reason.com,https://reason.com,🇺🇸,,,,,,,
RedState,https://redstate.com,https://redstate.com,🇺🇸,,,,,,,
Reductress,reductress.com,reductress.com,🇺🇸,,,,,,,
Reforma,reforma.com,reforma.com,🇲🇽,,,,,,,
Reporte Índigo,https://www.reporteindigo.com,https://www.reporteindigo.com,🇲🇽,,,,,,,
Reuters,reuters.com,reuters.com,🇬🇧,,🙅,🙅,,,,🙅
Reveal,https://revealnews.org,https://revealnews.org,🇺🇸,,,,,,,
revista piauí,piaui.folha.uol.com.br,piaui.folha.uol.com.br,🇧🇷,,,,,,,
RIA Novosti,https://ria.ru,https://ria.ru,🇷🇺,,,,,,,
Rio Times,https://riotimesonline.com,https://riotimesonline.com,🇧🇷,,,,,,,
RNZ,https://www.rnz.co.nz,https://www.rnz.co.nz,🇳🇿,,,,,,,
Roll Call,https://rollcall.com,https://rollcall.com,🇺🇸,🙅,🙅,,,,🙅,🙅
RT,https://www.rt.com,https://www.rt.com,🇷🇺,,,,,,,
Rádio CBN,https://cbn.globoradio.globo.com,https://cbn.globoradio.globo.com,🇧🇷,,,,,,,
Salon,https://www.salon.com,https://www.salon.com,🇺🇸,🙅,,,,,🙅,
Salt Lake Tribune,https://www.sltrib.com,https://www.sltrib.com,🇺🇸,🙅,🙅,,,,🙅,🙅
San Antonio Express-News,https://www.expressnews.com,https://www.expressnews.com,🇺🇸,,,🙅,,,,
San Francisco Chronicle,https://www.sfchronicle.com,https://www.sfchronicle.com,🇺🇸,,,🙅,,,,
"San Francisco Standard, The",https://sfstandard.com,https://sfstandard.com,🇺🇸,,,,,,,
San José Spotlight,https://sanjosespotlight.com,https://sanjosespotlight.com,🇺🇸,,,,,,,
Sanchar Kendra,https://sancharkendra.com,https://sancharkendra.com,🇳🇵,,,,,,,
SBT news,https://sbtnews.sbt.com.br,https://sbtnews.sbt.com.br,🇧🇷,,,,,,,
Scalawag,https://scalawagmagazine.org,https://scalawagmagazine.org,🇺🇸,,,,,,,
Scotsman,https://www.scotsman.com,https://www.scotsman.com,🇬🇧,,,,,,,
Scottish Sun,https://www.thescottishsun.co.uk,https://www.thescottishsun.co.uk,🇬🇧,,🙅,🙅,,,,🙅
SCOTUS Blog,scotusblog.com,scotusblog.com,🇺🇸,,,,,,,
Searchlight New Mexico,https://searchlightnm.org,https://searchlightnm.org,🇺🇸,🙅,🙅,🙅,,,🙅,
Segodnya,segodnya.ua,segodnya.ua,🇺🇦,,,,,,,
Semafor,https://www.semafor.com,https://www.semafor.com,🇺🇸,🙅,,,,,🙅,
Setopati,setopati.com,setopati.com,🇳🇵,,,,,,,
Signal Cleveland,https://signalcleveland.org,https://signalcleveland.org,🇺🇸,,,,,,,
Simple Flying,https://simpleflying.com,https://simpleflying.com,🇬🇧,🙅,,,,,🙅,
SinEmbargo,sinembargo.mx,sinembargo.mx,🇲🇽,,,,,,,
SJV Water,https://sjvwater.org,https://sjvwater.org,🇺🇸,,,,,,,
Sludge,https://readsludge.com,https://readsludge.com,🇺🇸,,,,,,,
"South African, The",https://www.thesouthafrican.com,https://www.thesouthafrican.com,🇿🇦,,,,,,,
South Hills Almanac,https://www.thealmanac.net,https://www.thealmanac.net,🇺🇸,,,,,,,
South Side Weekly,southsideweekly.com,southsideweekly.com,🇺🇸,,,,,,,
Space News,https://spacenews.com,https://spacenews.com,🇺🇸,,,,,,,
Space.com,https://www.space.com,https://www.space.com,🇺🇸,,,,,,,
Spectator,https://www.spectator.co.uk,https://www.spectator.co.uk,🇬🇧,,,,,,,
Spokesman-Review,spokesman.com,spokesman.com,🇺🇸,,,,,,,
Sports Illustrated,si.com,si.com,🇺🇸,,,,,,,
Spotlight DC,https://spotlightdc.org,https://spotlightdc.org,🇺🇸,,,,,,,
Spotlight PA,https://www.spotlightpa.org,https://www.spotlightpa.org,🇺🇸,,,,,,,
Springfield Daily Citizen,https://sgfcitizen.org,https://sgfcitizen.org,🇺🇸,,,,,,,
Sputnik,https://sputnikglobe.com,https://sputnikglobe.com,🇷🇺,,,,,,,
Stamford Advocate,https://www.stamfordadvocate.com,https://www.stamfordadvocate.com,🇺🇸,,,🙅,,,,
Stories Beneath the Shell,https://umdsbs.wordpress.com,https://umdsbs.wordpress.com,🇺🇸,,,,,,,
Storm Lake Times,stormlake.com,stormlake.com,🇺🇸,,,,,,,
Study Finds,studyfinds.org,studyfinds.org,🇺🇸,🙅,🙅,🙅,,,🙅,
"Sun, The",https://www.thesun.co.uk,https://www.thesun.co.uk,🇬🇧,,🙅,🙅,,,,🙅
Tampa Bay Times,tampabay.com,tampabay.com,🇺🇸,🙅,,🙅,,,🙅,
Task & Purpose,https://taskandpurpose.com,https://taskandpurpose.com,🇺🇸,,,,,,,
